-9,-17,120
22,-15,120
26,-20,120
33,-11,120
31,-18,120
17,-32,120
6,-36,120
-8,-38,120
-4,-38,120
26,-32,120
-4,-51,120
-7,-52,120
54,-18,120
-7,-60,120
0,-62,120
64,-24,120
1,-70,120
5,-73,120
75,-14,120
30,-73,120
95,-24,120
65,-74,120
95,-29,120
105,-17,120
111,-19,120
109,-39,120
112,-33,120
107,-61,120
120,-31,120
117,-40,120
107,-68,120
117,-61,120
